"WAP1","WAP2","WAP3","WAP4","WAP5","WAP6","WAP7","WAP8","WAP9","WAP10","WAP11","WAP12","WAP13","WAP14","WAP15","WAP16","WAP17","WAP18","WAP19","WAP20","WAP21","WAP22","WAP23","WAP24","WAP25","WAP26","WAP27","WAP28","WAP29","WAP30","WAP31","WAP32","WAP33","WAP34","WAP35","WAP36","WAP37","WAP38","WAP39","WAP40","WAP41","WAP42","WAP43","WAP44","WAP45","WAP46","WAP47","WAP48","WAP49","WAP50","WAP51","WAP52","WAP53","WAP54","WAP55","WAP56","WAP57","WAP58","WAP59","WAP60","WAP61","WAP62","WAP63","WAP64","WAP65","WAP66","WAP67","WAP68","WAP69","WAP70","WAP71","WAP72","WAP73","WAP74","WAP75","WAP76","WAP77","WAP78","WAP79","WAP80","WAP81","WAP82","WAP83","WAP84","WAP85","WAP86","WAP87","WAP88","WAP89","WAP90","WAP91","WAP92","WAP93","WAP94","WAP95","WAP96","WAP97","WAP98","WAP99","WAP100","WAP101","WAP102","WAP103","WAP104","WAP105","WAP106","WAP107","WAP108","WAP109","WAP110","WAP111","WAP112","WAP113","WAP114","WAP115","WAP116","WAP117","WAP118","WAP119","WAP120","WAP121","WAP122","WAP123","WAP124","WAP125","WAP126","WAP127","WAP128","WAP129","WAP130","WAP131","WAP132","WAP133","WAP134","WAP135","WAP136","WAP137","WAP138","WAP139","WAP140","WAP141","WAP142","WAP143","WAP144","WAP145","WAP146","WAP147","WAP148","WAP149","WAP150","WAP151","WAP152","WAP153","WAP154","WAP155","WAP156","WAP157","WAP158","WAP159","WAP160","WAP161","WAP162","WAP163","WAP164","WAP165","WAP166","WAP167","WAP168","LONGITUDE","LATITUDE","FLOOR","BUILDINGID","SPACEID","RELATIVEPOSITION","USERID","PHONEID","TIMESTAMP"
-81,100,100,-90,-90,100,-65,100,100,100,100,100,100,100,-76,100,100,100,100,100,-67,-67,-83,-84,100,100,100,-71,-80,-80,-84,-84,-86,100,100,100,-54,-55,100,100,100,100,-61,-61,-69,100,-69,100,100,100,100,100,100,100,-80,-80,100,100,100,100,100,100,100,100,100,100,100,-49,-53,-53,-53,-90,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-67,-86,-87,100,100,100,100,100,-87,100,-87,100,100,100,100,100,100,-63,-63,-82,-81,100,100,100,100,100,100,-90,-91,100,100,100,100,100,-64,-63,-78,-79,-66,-66,-86,-87,100,100,100,100,100,100,100,100,100,100,100,-78,-76,100,100,-57,-89,-83,100,100,100,100,100,100,100,-82,100,3.39,11.45,0,0,16,0,4,0,1475597943
-80,100,100,100,-84,100,-65,100,100,100,100,100,100,100,-81,100,100,100,100,100,-69,100,-85,-85,100,100,100,-69,-82,-81,100,100,100,100,100,100,-53,-53,100,100,100,100,-58,-61,-70,100,-70,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-49,100,-53,-53,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-82,-82,100,100,100,100,100,-90,100,-91,100,100,100,100,-84,100,100,100,-81,-79,100,100,100,100,100,100,-92,-92,100,100,100,-92,100,100,100,-83,-83,-68,-66,-83,-83,100,100,100,100,100,100,100,100,100,100,100,-76,-72,100,100,-61,100,-83,100,100,100,100,100,100,-86,-86,100,3.39,11.45,0,0,16,0,4,0,1475597947
-83,100,100,-91,-91,100,-64,100,100,100,100,100,100,100,-77,100,100,100,100,100,-69,-70,-87,-87,100,100,-70,-70,-81,-81,100,100,100,100,100,100,-59,-59,100,100,100,100,-58,-58,-63,100,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-54,-54,-56,-56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-87,-86,100,100,100,100,100,-79,100,-79,100,100,100,100,100,100,-67,100,-80,-81,100,100,100,100,100,100,-89,-89,-83,-83,100,100,100,-65,-65,-80,-81,-69,-63,-85,-84,100,100,100,100,100,100,100,100,100,100,100,-79,-80,100,100,-62,100,100,100,100,100,100,100,100,100,-89,100,0.4,12.645,0,0,17,0,4,0,1475597963
100,100,100,-91,100,100,-64,100,100,100,100,100,100,100,-76,100,100,100,100,100,-69,-69,-83,-83,100,100,-67,-67,-80,-80,100,100,100,100,100,100,-62,-62,100,100,100,100,-58,-58,-64,100,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-54,-55,-56,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-82,-82,100,100,100,100,100,-87,100,-87,100,100,100,100,100,100,-71,-71,-84,-85,100,100,100,100,100,100,-88,-90,-83,-83,100,100,100,-67,-65,-77,-76,-67,-67,-82,-84,100,100,100,100,100,100,100,100,100,100,100,-79,-68,100,100,-67,100,100,100,100,100,100,100,100,100,100,-87,0.4,12.645,0,0,17,0,4,0,1475597966
100,100,100,-92,100,100,-63,100,100,100,100,100,100,100,-72,100,100,100,100,100,-65,-65,-81,-81,100,100,-67,-67,-82,-82,100,100,100,100,100,100,-59,-59,100,100,100,100,-59,-59,-67,100,-67,100,-86,100,100,100,100,100,-84,100,100,100,100,100,100,100,-74,100,100,100,100,-51,-51,-56,-56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-84,-84,100,100,-86,-86,100,-83,100,-84,100,100,100,100,100,100,-71,-71,-82,-83,100,100,100,100,100,100,-89,-89,-83,-83,100,100,100,-68,-67,-80,-80,-68,-68,-86,-85,100,100,100,100,100,100,100,100,100,100,100,-75,-60,100,100,-64,100,100,100,100,100,100,100,100,100,-85,-87,0.4,12.645,0,0,17,0,4,0,1475597970
100,100,100,-92,100,100,-69,100,100,100,100,100,100,100,-74,100,100,100,100,100,-63,-63,-84,-84,100,100,-65,-64,-82,-81,100,100,100,100,100,100,-61,-60,100,100,100,100,-63,-63,-68,100,-67,100,-86,100,100,100,100,100,-84,100,100,100,100,100,100,100,-80,100,100,100,100,-46,-46,-58,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-70,-82,-81,100,100,-81,-82,100,-84,100,-84,100,100,100,100,100,100,-71,-71,-82,-82,100,100,100,100,100,100,-91,-92,100,100,100,100,100,-69,-69,-79,-79,-71,-71,-86,-85,100,100,100,100,100,100,100,100,100,100,100,-75,-71,100,100,-67,100,100,100,100,100,100,100,100,100,-85,100,0.4,12.645,0,0,17,0,4,0,1475597974
100,100,100,100,-86,100,-67,100,100,100,100,100,100,100,-74,100,100,100,100,100,-74,-75,-86,-87,100,100,100,100,-83,-83,-86,-87,-88,100,100,100,-59,-59,100,100,100,100,-54,-54,-59,100,-59,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,-57,-57,-62,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-63,-81,-80,100,100,100,-79,100,-86,100,-86,100,100,100,100,100,-78,-71,-69,-87,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-73,-72,-72,-86,-87,100,100,100,100,100,100,100,100,100,100,100,-67,-55,100,100,-69,100,100,100,100,100,100,100,100,100,100,-85,0.4,16.07,0,0,21,0,4,0,1475597987
100,100,100,100,100,100,-67,100,100,100,100,100,100,100,-72,100,100,100,100,100,-74,-75,-84,-84,100,100,100,100,-84,-85,-84,-84,100,100,100,100,-59,-62,100,100,100,100,-49,-49,-62,100,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-83,100,100,100,100,100,-57,-62,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,100,-78,-77,100,100,100,-79,100,-84,100,-84,100,100,100,100,100,100,-71,-71,-87,-87,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,-74,-74,-70,-69,-88,-87,100,100,100,100,100,100,100,100,100,100,100,-70,-69,100,100,-73,100,100,100,100,100,100,100,100,100,100,-92,0.4,16.07,0,0,21,0,4,0,1475597990
100,100,100,-90,100,100,-65,100,100,100,100,100,100,100,-71,100,100,100,100,100,-72,-71,-85,-86,100,100,-69,-69,-84,-84,-84,-84,100,100,100,100,-62,-62,100,100,100,100,-49,-49,-60,100,-60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-83,100,100,100,100,-60,-57,-57,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,100,-86,-86,100,100,100,-79,100,-82,100,-83,100,100,100,100,100,100,-71,-71,-88,-88,100,100,100,100,100,100,-92,100,-87,-84,100,100,100,-59,-61,-77,-76,-67,-69,-87,-88,100,100,100,100,100,100,100,100,100,100,100,-61,-67,100,100,-74,100,100,100,100,100,100,100,100,100,100,-92,0.4,16.07,0,0,21,0,4,0,1475597994
100,100,100,-87,100,100,-70,100,100,100,100,100,100,100,-75,100,100,100,100,100,-70,-70,-86,-86,100,100,-72,-72,-88,-87,100,100,100,100,100,100,-64,-62,100,100,100,100,-46,-46,-61,100,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-66,-57,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,-81,-80,100,100,100,100,100,-81,100,-81,100,100,100,100,100,-84,100,100,-87,-88,100,100,100,100,100,100,-92,100,-87,-84,100,100,100,-62,-61,-75,-75,-72,-71,-87,-87,100,100,100,100,100,100,100,100,100,100,100,-62,-67,100,100,-74,100,100,100,100,100,100,100,100,100,-89,-91,0.4,16.07,0,0,21,0,4,0,1475597997
100,100,100,-91,100,100,-69,100,100,100,100,100,100,100,-70,100,100,100,100,100,-74,100,-89,-88,100,100,100,100,-88,-89,100,100,100,100,100,100,-57,-57,100,100,100,100,-48,-47,-55,100,-56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-61,-67,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-63,-79,-79,100,100,-77,-77,100,-84,100,-84,100,100,100,100,100,100,-74,-73,-87,-88,100,100,100,100,100,-80,100,-92,100,100,100,100,100,-58,-58,-71,-72,-77,-69,-91,-85,100,100,100,100,100,100,100,100,100,100,100,-52,-49,100,100,-74,100,-84,100,100,100,100,100,100,100,100,100,3.39,18.14,0,0,24,0,4,0,1475598012
100,100,100,-91,100,100,-69,100,100,100,100,100,100,100,-67,100,100,100,100,100,-74,100,-90,-89,100,100,-76,-76,-86,-86,100,100,100,100,100,100,-64,-65,100,100,100,100,-49,-49,-58,100,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,100,-71,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-55,-56,-78,-77,100,100,-77,-77,100,-81,100,-81,100,100,100,100,100,100,100,100,-89,-89,100,100,100,100,100,100,100,-92,100,100,100,100,100,-56,-56,-71,-71,-77,-72,-89,-89,100,100,100,100,100,100,100,100,100,100,100,-48,-40,100,100,-71,100,-84,100,100,100,100,100,100,100,100,100,3.39,18.14,0,0,24,0,4,0,1475598015
100,100,100,-91,100,100,-69,100,100,100,100,100,100,100,-69,100,100,100,100,100,-72,-72,-87,-86,100,100,-75,-74,-88,-87,100,100,100,100,100,100,-58,-65,100,100,100,100,-49,-49,-59,100,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,100,-65,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-55,-56,-79,-79,100,100,-77,-77,100,-82,100,-82,100,100,100,100,100,100,100,100,-87,-87,100,100,100,100,100,100,-90,-91,100,100,100,100,100,-57,-57,-68,-68,-74,-73,-91,-90,100,100,100,100,100,100,100,100,100,100,100,-40,-51,100,100,-75,100,-81,100,100,100,100,100,100,100,100,100,3.39,18.14,0,0,24,0,4,0,1475598019
100,100,100,-87,100,100,100,100,100,100,100,100,100,100,-70,100,100,100,100,100,-71,-73,-87,-87,100,100,-75,-75,-88,-88,100,100,100,100,100,100,-61,-61,100,100,100,100,-50,-50,-60,100,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,-67,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-63,-79,-79,100,100,100,100,100,-78,100,-78,100,100,100,100,100,100,-76,-75,-87,-87,100,100,100,100,100,100,-90,-91,100,100,100,100,100,-56,-55,-70,-70,-74,-77,-91,-90,100,100,100,100,100,100,100,100,100,100,100,-46,-49,100,100,-71,100,-81,100,100,100,100,100,-90,100,-89,100,3.39,18.14,0,0,24,0,4,0,1475598023
100,-87,100,-85,-85,100,-69,100,100,100,100,100,100,100,-67,100,100,100,100,100,-71,-69,-86,-86,100,100,100,100,-84,-84,100,-84,100,100,100,100,-63,-63,100,100,100,100,-58,-58,-63,100,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,-69,-62,-63,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-60,-83,-83,100,100,100,100,100,-79,100,-79,100,100,100,100,-81,-79,-70,-73,-86,-85,100,100,100,100,100,100,-91,-90,100,-88,100,100,100,-61,-61,-73,-74,-75,-74,-87,-89,100,100,100,100,100,100,100,100,100,100,100,-51,-59,100,100,-73,100,-82,100,100,100,100,100,100,100,100,-90,2.39,16.07,0,0,22,0,4,0,1475598032
100,100,100,100,-85,100,-69,100,100,100,100,100,100,100,-61,100,100,100,100,100,-71,-69,-88,-89,100,100,-68,-67,-84,-84,-85,-86,100,100,100,100,-64,-63,100,100,100,100,-52,-53,-64,100,-63,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,-86,100,100,100,100,100,-62,-67,-67,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,-92,-91,100,100,100,-67,-67,-80,-80,100,100,100,100,100,-77,100,-77,100,100,100,100,-79,-79,-70,-67,-87,-86,100,100,100,100,-80,-80,100,100,100,100,100,100,100,-60,-61,-71,-71,-73,-72,-88,-89,100,100,100,100,100,100,100,100,100,100,100,-50,-64,100,100,-72,100,100,100,100,100,100,100,100,100,100,-90,2.39,16.07,0,0,22,0,4,0,1475598034
-85,100,100,-89,-85,100,-64,100,100,100,100,100,100,100,-61,100,100,100,100,100,-71,-69,-87,-86,100,100,-68,-67,-84,-85,-85,-86,100,100,100,100,-57,-63,100,100,100,100,-47,-47,-64,100,-64,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,-86,100,100,100,100,-62,-62,-62,-63,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,-92,-91,100,100,100,-63,-63,-79,-79,100,100,100,100,100,-82,100,-82,100,100,100,100,-79,-79,-74,-74,-88,-88,100,100,100,100,-80,-80,-88,-88,100,100,100,100,100,-61,-61,-72,-72,-73,-72,-88,-89,100,100,100,100,100,100,100,100,100,100,100,-50,-50,100,100,-66,100,100,100,100,100,100,100,100,100,100,-90,2.39,16.07,0,0,22,0,4,0,1475598038
-85,100,100,-86,100,100,-60,100,100,100,100,100,100,100,-67,100,100,100,100,100,100,100,-86,-85,100,100,100,100,-88,-88,100,100,100,-85,100,100,-66,-65,100,100,100,100,-48,-48,-64,100,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,100,-65,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-60,-64,-78,-79,100,100,100,100,100,-83,100,-83,100,100,100,100,100,100,-74,-73,-87,-86,100,100,100,100,-80,-79,-89,-90,-83,100,100,100,100,-58,-57,-75,-74,100,100,-88,-87,100,100,100,100,100,100,100,100,100,100,100,-45,-45,100,100,-77,100,100,100,100,100,100,100,100,100,-92,100,2.39,16.07,0,0,22,0,4,0,1475598042
-89,100,100,-86,100,100,-63,100,100,100,100,100,100,100,-67,100,100,100,100,100,-69,-69,-86,-86,100,100,-69,-69,-88,-88,-83,-83,100,100,100,100,-61,-59,100,100,100,100,-52,-52,-57,100,-56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,-63,-64,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,-65,-78,-78,100,100,100,100,100,-74,100,-74,100,100,100,100,100,100,-71,100,-89,-88,100,100,-87,-86,100,100,-91,-91,100,100,100,100,100,-65,-65,-74,-74,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,-69,-56,100,100,-63,-89,-75,100,100,100,100,100,100,100,100,100,1.4,18.14,0,0,23,0,4,0,1475598054
100,100,100,-85,100,100,-76,100,100,100,100,100,100,100,-70,100,100,100,100,100,-66,-68,-88,-87,100,100,-69,-69,-85,-86,100,100,100,100,100,100,-69,-68,100,100,100,100,-51,-51,-57,100,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-63,-62,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-62,-75,-75,100,100,100,100,100,-80,100,-80,100,100,100,100,-81,-81,100,100,-88,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,-60,-60,-72,-72,-75,100,-89,-89,100,100,100,100,100,100,100,100,100,100,100,-71,-52,100,100,-81,100,100,100,100,100,100,100,100,100,-86,100,1.4,18.14,0,0,23,0,4,0,1475598057
100,100,100,-85,100,100,-67,100,100,100,100,100,100,100,-70,100,100,100,100,100,-68,-67,-88,-88,100,100,-69,-69,-85,-85,100,100,100,100,100,100,-64,-64,100,100,100,100,-51,-51,-60,100,-60,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-63,-65,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-62,-79,-79,100,100,100,100,100,-81,100,-81,100,100,100,100,-81,-81,100,100,-86,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,-60,-60,-72,-72,-78,100,-88,-88,100,100,100,100,100,100,100,100,100,100,100,-58,-52,100,100,-74,100,-85,100,100,100,100,100,100,100,-84,100,1.4,18.14,0,0,23,0,4,0,1475598061
100,100,100,100,100,100,-69,100,100,100,100,100,100,100,-64,100,100,100,100,100,-68,-67,-89,-88,100,100,100,100,-87,-86,100,100,100,100,100,100,-67,-68,100,100,100,100,-53,-53,-59,100,-58,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,-60,-60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-77,100,100,100,100,100,-81,100,-82,100,100,100,100,100,100,-72,-72,-89,-88,100,100,100,100,100,100,-90,-91,100,100,100,100,100,-60,-60,-75,-75,-76,-76,-88,-88,100,100,100,100,100,100,100,100,100,100,100,-61,-53,100,100,-72,100,-87,100,100,100,100,100,100,100,-85,-91,1.4,18.14,0,0,23,0,4,0,1475598065
100,-81,100,100,100,100,-67,100,100,100,100,100,100,100,-75,100,100,100,100,100,-71,-70,-83,-83,100,100,100,100,-89,-89,-89,-88,-83,100,100,100,-63,-67,100,100,100,100,-51,-52,-57,100,-57,100,-87,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-62,-63,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-65,-84,-84,100,100,-79,-79,100,-86,100,-86,100,100,100,100,100,100,-72,-72,-88,-88,100,100,100,100,100,-80,100,-92,100,100,100,100,100,-60,-67,-81,-81,-77,-69,-88,-89,100,100,100,100,100,100,100,100,100,100,100,-45,-54,100,100,-69,100,-87,100,100,100,100,100,100,100,-85,100,0.4,16.07,0,0,21,0,4,0,1475598072
100,100,100,100,100,100,-70,100,100,100,100,100,100,100,-71,100,100,100,100,100,100,-70,-86,-86,100,100,100,100,-86,-85,-89,-88,100,100,100,100,-63,-62,100,100,100,100,-52,-52,-64,100,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,100,-61,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,-81,-81,100,100,-79,-79,100,-76,100,-76,100,100,100,100,100,-84,-74,-74,-88,-88,100,100,100,100,-79,-80,100,-92,100,100,100,100,100,-62,-67,-74,-74,100,-72,-89,-89,100,100,100,100,100,100,100,100,100,100,100,-54,-51,100,100,-79,100,-87,100,100,100,100,100,100,100,100,100,0.4,16.07,0,0,21,0,4,0,1475598075
100,100,100,100,100,100,-70,100,100,100,100,100,100,100,-69,100,100,100,100,100,100,-70,-87,-88,100,100,100,100,-85,-85,-89,-88,-89,-89,100,100,-61,-61,100,100,100,100,-50,-51,-62,100,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-84,100,100,100,100,-59,-60,-59,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,-83,-82,100,100,-79,-79,100,-76,100,-77,100,100,100,100,100,-86,-72,-72,-85,-85,100,100,100,100,-79,-80,100,-92,100,100,100,100,100,-62,-67,-77,-77,-72,-72,-84,-84,100,100,100,100,100,100,100,100,100,100,100,-51,-64,100,100,-73,100,-87,100,100,100,100,100,100,100,100,100,0.4,16.07,0,0,21,0,4,0,1475598079
-90,100,100,-87,100,100,-68,100,100,100,100,100,100,100,-70,100,100,100,100,100,100,100,-88,-87,100,100,100,100,-84,-84,100,100,-85,-85,100,100,-62,-62,100,100,100,100,-49,-49,-60,100,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-84,100,100,100,100,-58,-58,-59,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-64,-78,-78,100,100,100,100,100,-79,100,-79,100,100,100,100,100,-86,-72,-74,-85,-85,100,100,100,100,100,-80,100,100,-88,-86,100,100,100,-60,-60,-75,-75,-73,-72,-84,-84,100,100,100,100,100,100,100,100,100,100,100,-55,-67,100,100,-74,100,-87,100,100,100,100,100,100,100,100,100,0.4,16.07,0,0,21,0,4,0,1475598083
-86,100,100,-90,-72,100,-61,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,-87,-88,100,100,-71,-71,-88,-87,100,100,100,100,100,100,-49,-49,100,100,100,100,-63,-63,-68,100,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-55,-56,-56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-89,100,100,100,100,100,100,100,100,100,100,100,100,-80,-80,100,100,-83,-83,100,-86,100,-86,100,100,100,100,-84,100,-67,-67,-81,-81,100,100,100,100,-75,-75,-87,-87,100,-81,100,100,100,-67,-65,-85,-84,-60,-60,-77,-77,100,100,100,100,100,100,100,100,100,100,100,-66,-62,100,100,-57,100,100,100,100,100,100,100,100,100,100,-87,2.39,10.315,0,0,14,0,4,0,1475598107
-88,100,100,-90,-72,100,-60,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,-89,-88,100,100,100,100,-87,-87,100,100,100,100,100,100,-49,-49,100,100,100,100,-58,-58,-68,100,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-53,-52,-54,-54,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,-88,100,100,-83,-83,100,-89,100,-88,100,100,100,100,100,100,-68,-67,-86,-87,100,100,100,100,100,100,-86,-86,100,100,100,100,100,-69,-67,-82,-82,-60,-60,-78,-78,100,100,100,100,100,100,100,100,100,100,100,-62,-55,100,100,-61,100,100,100,100,100,100,100,100,100,100,-87,2.39,10.315,0,0,14,0,4,0,1475598110
-88,100,100,-90,-72,100,-58,100,100,100,100,100,100,100,-80,100,100,100,100,100,-69,-70,-88,-88,100,100,-73,-73,-83,-83,100,100,100,100,100,100,-51,-51,100,100,100,100,-65,-65,-70,100,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,-51,-52,-60,-60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-84,100,100,-83,-83,100,-85,100,-85,100,100,100,100,100,100,-71,-71,-83,-83,100,100,100,100,100,100,-87,-87,100,100,100,100,100,-69,-67,-80,-80,-58,-57,-80,-80,100,100,100,100,100,100,100,100,100,100,100,-62,-62,100,100,-63,100,100,100,100,100,100,100,100,100,100,-87,2.39,10.315,0,0,14,0,4,0,1475598114
100,100,100,100,-84,100,-53,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-70,-86,-85,100,100,-73,-73,-87,-87,100,-79,100,100,100,100,-51,-51,100,100,100,100,-58,-58,-71,100,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-82,100,100,100,100,-51,-52,-55,-55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-84,100,100,100,100,100,-89,100,-89,100,100,100,100,100,100,-71,-71,-83,-83,100,100,-88,-89,100,100,-88,-88,100,100,100,100,100,-69,-68,-79,-79,-62,-62,-76,-76,100,100,100,100,100,100,100,100,100,100,100,-60,-68,100,100,-60,100,100,100,100,100,100,100,100,100,100,100,2.39,10.315,0,0,14,0,4,0,1475598117
-86,100,100,100,-86,100,-53,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-88,100,100,100,100,-87,-87,100,100,100,100,100,100,100,100,-54,-50,-59,-59,100,100,-77,100,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-80,-81,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-83,100,100,100,100,100,100,-81,-82,-85,-84,100,100,100,100,100,-86,-86,100,100,-72,-72,-84,-85,100,100,100,100,100,100,100,100,100,100,100,-77,-78,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,0.4,3.38,0,0,5,0,5,0,1475597283
-86,100,100,100,-86,100,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-88,100,100,100,100,-87,-87,100,100,-87,-90,100,100,100,100,-53,-54,-59,-60,100,100,-81,-80,-84,100,-84,100,100,100,100,100,100,100,-90,-90,100,100,100,100,100,100,100,100,100,100,100,-77,-77,-79,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-83,100,100,100,100,100,100,-80,-81,-86,-85,100,100,100,100,100,-86,-86,100,100,-71,-71,-84,-85,100,100,100,100,100,100,100,100,100,100,100,-80,-80,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,0.4,3.38,0,0,5,0,5,0,1475597287
