"WAP1","WAP2","WAP3","WAP4","WAP5","WAP6","WAP7","WAP8","WAP9","WAP10","WAP11","WAP12","WAP13","WAP14","WAP15","WAP16","WAP17","WAP18","WAP19","WAP20","WAP21","WAP22","WAP23","WAP24","WAP25","WAP26","WAP27","WAP28","WAP29","WAP30","WAP31","WAP32","WAP33","WAP34","WAP35","WAP36","WAP37","WAP38","WAP39","WAP40","WAP41","WAP42","WAP43","WAP44","WAP45","WAP46","WAP47","WAP48","WAP49","WAP50","WAP51","WAP52","WAP53","WAP54","WAP55","WAP56","WAP57","WAP58","WAP59","WAP60","WAP61","WAP62","WAP63","WAP64","WAP65","WAP66","WAP67","WAP68","WAP69","WAP70","WAP71","WAP72","WAP73","WAP74","WAP75","WAP76","WAP77","WAP78","WAP79","WAP80","WAP81","WAP82","WAP83","WAP84","WAP85","WAP86","WAP87","WAP88","WAP89","WAP90","WAP91","WAP92","WAP93","WAP94","WAP95","WAP96","WAP97","WAP98","WAP99","WAP100","WAP101","WAP102","WAP103","WAP104","WAP105","WAP106","WAP107","WAP108","WAP109","WAP110","WAP111","WAP112","WAP113","WAP114","WAP115","WAP116","WAP117","WAP118","WAP119","WAP120","WAP121","WAP122","WAP123","WAP124","WAP125","WAP126","WAP127","WAP128","WAP129","WAP130","WAP131","WAP132","WAP133","WAP134","WAP135","WAP136","WAP137","WAP138","WAP139","WAP140","WAP141","WAP142","WAP143","WAP144","WAP145","WAP146","WAP147","WAP148","WAP149","WAP150","WAP151","WAP152","WAP153","WAP154","WAP155","WAP156","WAP157","WAP158","WAP159","WAP160","WAP161","WAP162","LONGITUDE","LATITUDE"
-70,-65,-65,-73,-73,-75,-72,-81,-87,-86,-69,-87,-87,-79,-87,-84,100,-67,-67,100,-82,-82,100,-80,-83,100,100,100,-86,100,-63,100,-63,-73,100,100,-82,-82,-74,-92,-78,-63,-78,-84,-78,100,100,100,100,100,100,-83,-84,100,100,-84,100,100,100,100,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,17.305
-69,-65,-67,-75,-76,-76,-73,-79,-87,-86,-69,-87,-87,-79,-87,-84,100,-61,-61,100,-82,-82,100,-79,-83,100,100,100,-84,100,-62,100,-65,-77,100,100,-84,-84,100,-92,-78,-62,-77,-85,-77,100,-85,100,100,100,100,-84,-83,100,-83,-84,100,100,100,100,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,17.305
-72,-64,-65,-82,-83,-80,-77,-89,-88,-90,-81,-87,-87,-85,-87,-83,100,-67,-67,100,-82,-83,100,-82,-88,100,100,100,-88,100,-60,100,-70,-76,100,100,-85,-86,-71,100,-78,-53,-69,-76,-69,100,-87,-76,100,100,100,-85,-85,100,-84,-76,100,100,100,100,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,18.34
-72,100,-65,-80,-80,-83,-82,-87,100,-90,-81,100,100,-85,100,-84,100,-78,-77,100,100,-83,100,-82,-88,100,100,100,-88,100,-63,100,-73,-77,100,100,-86,-87,-71,100,-78,-53,-69,-79,-69,100,-87,-76,100,100,100,100,100,100,-84,-79,100,100,100,100,-76,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,18.34
-76,-77,-65,-86,-86,-87,-84,-88,100,-90,-75,100,-88,-86,-89,-84,100,-72,-72,100,100,-83,100,-82,-85,100,100,100,-84,100,-62,100,-63,-84,100,100,-89,-89,-71,100,-78,-56,-71,-78,-71,100,-87,-78,100,100,100,100,100,100,-83,-78,100,100,100,100,-71,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,18.34
-73,-77,-65,-81,-81,-85,-84,-85,100,100,-77,-87,-87,-86,-89,-86,100,-71,-71,100,100,-85,100,100,-84,100,100,100,-83,100,-59,100,-58,-81,100,100,-89,-89,-71,100,-78,-60,-74,-76,-74,100,-84,-76,100,100,100,100,100,100,-79,-75,100,100,100,100,-73,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,18.34
-73,-77,-65,-80,-81,-83,-82,-88,-87,-87,-77,-87,-87,-87,-89,-80,100,-73,-72,100,100,-81,100,100,-84,100,100,100,-83,100,-59,100,-57,-81,100,100,-89,-89,-71,100,-78,-60,-72,-87,-72,100,-88,-76,100,100,100,100,100,100,-79,-87,100,100,100,100,-75,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,18.34
-75,-74,100,-80,-80,-85,-83,-86,-87,-87,-79,100,-88,-87,100,-83,100,-73,-73,100,100,-83,100,100,-84,100,100,100,-84,100,-60,100,-59,-80,100,100,-88,-87,-71,100,-78,-51,-72,-77,-71,100,-75,-73,100,100,100,100,100,100,-76,-77,100,100,100,100,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,20.58
-73,-73,-74,-73,-74,-81,-79,-80,100,100,-71,100,100,-81,100,-83,100,-68,-68,100,100,-83,100,100,-86,100,100,100,-85,100,-59,100,-65,-81,100,100,-86,-87,-67,100,-78,-51,-76,-83,-76,100,-75,-68,100,100,100,100,100,100,-76,-83,100,100,100,100,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,20.58
-72,-73,-74,-77,-78,-88,-82,-79,-88,-88,-74,100,100,-81,100,-83,100,-70,-70,100,100,-83,100,100,-84,100,100,100,-85,100,-56,100,-70,-80,100,100,-89,-89,-67,100,-78,-53,-70,-79,-71,100,-75,-68,100,100,100,100,100,100,-76,-79,100,100,100,100,-82,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,20.58
-73,-73,-74,-78,-78,-87,-81,-85,-88,-88,-81,100,100,-85,100,-83,100,-73,-73,100,100,100,100,100,-84,100,100,100,-85,100,-58,100,-61,-80,100,100,-87,-86,-67,100,-78,-51,-72,-82,-72,100,-75,-68,100,100,100,100,100,100,100,-82,100,100,100,100,-82,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,20.58
-73,-71,-69,-78,-79,-81,-80,-85,-88,-88,-81,100,100,-83,100,100,100,-72,-72,100,-84,100,100,100,-84,100,100,100,-85,100,-56,100,-61,-80,100,100,-87,-87,-67,100,-78,-51,-73,-80,-73,100,-74,-68,100,100,100,100,100,100,-73,-80,100,100,100,100,-82,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,20.58
-69,-70,-69,-78,-78,-87,-82,-89,100,100,-74,-86,-86,-87,100,100,100,-78,-77,100,-84,100,100,100,-87,100,100,100,-88,100,-54,100,-62,-79,100,100,-86,-87,-73,100,-78,-55,-66,-84,-65,100,-73,-74,100,100,100,100,100,100,-73,-84,100,100,100,100,-72,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,20.58
-70,-71,-75,-73,-74,-87,-84,-84,-89,100,-78,-86,-86,-87,100,100,100,-67,-67,100,100,-79,100,100,-87,100,100,100,-88,100,-53,100,-58,-79,100,100,-89,-90,-72,100,-78,-53,-71,-81,-71,100,-87,-72,100,100,100,100,100,100,100,-81,100,100,100,100,-80,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,20.58
-71,-72,-78,-72,-73,-81,-81,-87,-89,100,-74,-86,-86,-87,100,-86,100,-79,-79,100,100,-82,100,100,-87,100,100,100,-88,100,-54,100,-63,-79,100,100,-88,-89,-72,100,-78,-53,-70,-85,-69,100,-87,-75,100,100,100,100,100,100,100,-85,100,100,100,100,-84,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,20.58
-69,-72,-80,-76,-76,-80,-78,-88,-89,100,-75,-86,100,-87,100,-86,100,-69,-69,100,-82,-82,100,100,100,100,100,100,-88,100,-52,100,-64,100,100,100,-87,-87,-71,100,-78,-54,-70,-85,-70,100,-87,-73,100,100,100,100,100,100,100,-89,100,100,100,100,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,20.58
-69,-72,-80,-74,-74,-80,-78,-89,-89,-91,-71,100,100,-84,100,-86,100,-74,-74,100,-82,-82,100,100,100,100,100,100,-88,100,-52,100,-64,-74,100,100,-89,-89,-70,100,-78,-55,-67,-85,-67,100,100,-72,100,100,100,100,100,100,100,-86,100,100,100,100,-75,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,20.58
-67,-72,-76,-71,-71,-92,-83,-88,-88,-87,-74,-86,-86,-86,100,100,100,-67,-67,100,-81,100,100,100,-86,100,100,100,100,100,-62,100,-60,-79,100,100,-89,-91,-75,100,-78,-64,-69,-84,-68,100,100,-74,100,100,100,100,100,100,100,-84,100,100,100,100,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,18.34
-67,-72,-76,-70,-71,-92,-83,100,-87,-86,-71,-87,-88,100,100,100,100,-65,-65,100,-83,100,100,-83,-88,100,100,100,100,100,-65,100,-63,100,100,100,-87,-86,-75,100,-78,-66,-68,-83,-68,100,100,-75,100,100,100,100,100,100,100,-82,100,100,100,100,-73,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,18.34
-69,-72,-76,-70,-70,-87,-84,100,-87,-86,-73,-87,-88,-88,100,-80,100,-61,-61,100,-83,-81,100,-83,-86,100,100,100,-86,100,-65,100,-63,100,100,100,-89,-89,-77,100,-78,-61,-69,-84,-69,100,-85,-80,100,100,100,100,100,100,-84,-84,100,100,100,100,-72,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,18.34
-67,100,-76,-74,-74,-85,-85,100,-88,-88,-69,-87,-88,-88,100,-80,100,-67,-67,100,-83,-81,100,-83,-82,100,100,100,-84,100,-67,100,-67,100,100,100,-82,-82,-77,100,-78,-62,-69,-84,-69,100,-85,-80,100,100,100,100,100,100,-84,-84,100,100,100,100,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,18.34
-69,100,-76,-70,-70,-84,-83,100,-87,-87,-74,-87,-88,-86,100,-80,100,-63,-63,100,-85,-81,100,-83,-82,100,100,100,-84,100,-67,100,-67,100,100,100,-83,-84,-77,100,-78,-63,-68,-87,-68,100,-85,-80,100,100,100,100,100,100,-84,-86,100,100,100,100,-75,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,18.34
-71,-74,-83,-72,-72,-87,-74,-86,-83,-83,-73,-87,-88,-82,100,-83,100,-64,-63,100,-80,-82,100,-78,-85,100,100,100,-90,100,-69,100,-69,-76,100,100,-86,-86,-76,100,-78,-66,-72,-85,-72,100,100,-77,100,100,100,-85,-85,100,100,-85,100,100,100,100,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,17.305
-71,-75,-83,-74,-75,-81,-81,-89,-84,-85,-72,-87,-88,-81,100,-83,100,-61,-61,100,-80,-82,100,-79,-85,100,100,100,-89,100,-67,100,-68,-75,100,100,-84,-84,-77,100,-78,-63,-71,-85,-71,100,100,-77,100,100,100,-85,-85,100,100,-86,100,100,100,100,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,17.305
-72,-75,-74,-79,-79,-81,-78,-87,-83,-83,-73,-86,-87,-85,100,-83,100,-66,-66,100,-77,-82,100,-77,-85,100,100,100,-89,100,-64,100,-66,-75,100,100,-85,-84,-77,100,-78,-64,-79,-81,-78,100,100,-77,100,100,100,-84,-84,100,100,-81,100,100,100,100,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,17.305
-74,-74,-74,-74,-74,-81,-80,-87,-84,-84,-74,-86,-87,-85,100,-83,100,-64,-64,100,-76,-82,100,-76,100,100,100,100,-84,100,-63,100,-68,-78,100,100,-83,-83,-77,100,-78,-64,-76,-86,-76,100,100,-77,100,100,100,-84,-84,100,100,-85,100,100,100,100,-80,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,17.305
-72,-70,-72,-75,-75,-81,-80,-89,-85,-84,-76,-86,-87,-86,100,100,100,-67,-67,100,-81,100,100,-80,-83,100,100,100,-85,100,-59,100,-68,-78,100,100,-84,-84,100,100,-78,-60,-73,-80,-73,100,100,-74,100,100,100,-84,-84,100,-84,-80,100,100,100,100,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,17.305
-72,-72,-75,-69,-69,-77,-74,-86,-84,-84,-74,-83,-82,-85,100,100,100,-66,-66,100,-81,100,100,-80,-82,100,100,100,-88,100,-72,100,-73,100,100,100,-83,-83,-78,100,-78,-68,-74,-77,-73,100,100,-79,100,100,100,-83,-83,100,-80,-78,100,100,100,100,-76,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,16.105
-69,-70,-75,-70,-70,-85,-79,-82,-86,-86,-72,-83,-83,-80,100,-84,100,-61,-61,100,-82,-77,100,100,-83,100,100,100,-84,100,-73,100,-75,100,100,100,-82,-82,-78,100,-78,-67,-81,-73,-80,100,100,-79,100,100,100,-83,-83,100,-80,-73,100,100,100,100,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,16.105
-68,-70,-74,-72,-72,-81,-82,-82,-86,-86,-73,-83,-83,-80,100,-84,100,-60,-59,100,-82,-77,100,100,-83,100,100,100,-84,100,-73,100,-75,100,100,100,-80,-80,-78,100,-78,-70,-77,-74,-77,100,100,-79,100,100,100,-85,-86,100,-80,-74,100,100,100,100,-76,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,16.105
-69,-72,-79,-76,-77,-89,-82,-82,-84,-83,-71,-83,-83,-80,100,-84,100,-61,-61,100,-80,-77,100,100,-83,100,100,100,-84,100,-73,100,-67,100,100,100,-81,-81,100,100,-78,-70,-76,-76,-76,100,-85,-79,100,100,100,-85,-86,100,-79,-76,100,100,100,100,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,16.105
-69,-69,-74,-73,-74,-88,-88,-80,-85,-84,-73,-86,-86,100,100,100,100,-61,-61,100,-80,100,100,100,100,100,100,100,100,100,100,100,-67,100,100,100,-80,-80,-81,100,-78,-70,-79,-75,-78,100,-85,-89,100,100,100,-85,-86,100,-79,-76,100,100,100,100,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,16.105
-76,-70,-72,-73,-74,-77,-72,-77,-81,-82,-77,-78,-79,-79,100,100,100,-67,-67,100,-76,100,100,100,-80,100,100,100,-80,100,-63,100,-61,-67,100,100,-83,-83,-80,100,-78,-70,-78,-80,-78,100,-75,-81,100,100,100,-86,-86,100,100,-80,100,100,100,100,-83,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.39,13.875
-75,-71,-72,-68,-69,-74,-73,-73,-85,-85,-72,-78,-79,-80,100,100,100,-58,-58,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,-67,100,100,-85,-85,-77,100,-78,-71,-77,100,-76,100,100,-80,100,100,100,100,-86,100,100,100,100,100,100,100,-83,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.39,13.875
-77,-66,-66,-66,-66,-81,-77,-73,-81,-80,-72,-82,-82,-82,100,100,100,-65,-65,100,-76,100,100,100,100,100,100,100,100,100,-68,100,-71,-67,100,100,-81,-82,-76,100,-78,-72,-78,100,-78,100,100,-80,100,100,100,100,-86,100,100,100,100,100,100,100,-80,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.39,13.875
